ID,Tựa đề,Link truyện,Phương thức dịch,Thể loại,Manga,Anime,CD,Ngôn ngữ gốc,Link ảnh,Tác giả,Họa sĩ,Kiểu trình bày,Tình trạng,Số like,Số từ,Số lượt đánh giá,Số lượt xem,Số lượt bình luận,Fname,ID người dịch,Người dịch,Link người dịch,ID nhóm dịch,Nhóm dịch,Link nhóm dịch,ID người tham gia,Người tham gia,Link người tham gia,Số tập,Số chương,Ngày bắt đầu,Tháng bắt đầu,Năm bắt đầu,Ngày cập nhật cuối,Tháng cập nhật cuối,Năm cập nhật cuối
1,Seirei Tsukai no Blade Dance,https://ln.hako.vn/truyen/1-seirei-tsukai-no-blade-dance,Truyện dịch,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi', 'Harem', 'School Life', 'Super Power', '']",Yes,Yes,Yes,japanese,https://i.docln.net/lightnovel/covers/s1-c4dd8ff5-552d-46ec-9945-529f9aa2d1b2-m.jpg,Shimizu Yuu,"Sakura Hanpen, Nimura Yuuji, Shimesada Kohada",light novel,Đã hoàn thành,2944.0,1071757,345.0,1695086,2256,NOT FOUND,39,medassin,https://ln.hako.vn/thanh-vien/39,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,21,272,11,11,2016,20,7,2020
10,Utsuro no Hako to Zero no Maria,https://ln.hako.vn/truyen/10-utsuro-no-hako-to-zero-no-maria,Truyện dịch,"['Drama', 'Mystery', 'Romance']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-hGKnPrypenQ/WO2vaWFMeCI/AAAAAAAAJxw/9NXW2PRideY/w215/series_10.jpg,Mikage Eiji,Tetsuo (415),light novel,Tạm ngưng,889.0,333710,97.0,176429,60,Hakomari,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,8,Solarius,https://ln.hako.vn/nhom-dich/8-solarius,NOT FOUND,NOT FOUND,NOT FOUND,6,25,11,11,2016,11,11,2016
100,Accel World,https://ln.hako.vn/truyen/100-accel-world,Truyện dịch,"['Action', 'Harem', 'School Life', 'Science Fiction', 'Romance']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/--os7wMK9P4s/WO2voFt9vWI/AAAAAAAAJ3Y/KWLps1EnLsA/w215/series_100.jpg,Reki Kawahara,HIMA,light novel,Tạm ngưng,119.0,90591,6.0,59880,5,NOT FOUND,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,2,14,11,11,2016,11,11,2016
101,Psycho Love Comedy,https://ln.hako.vn/truyen/101-psycho-love-comedy,Truyện dịch,"['Comedy', 'Harem', 'School Life', 'Romance']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-U-8GY0KgPl8/WO2voco_moI/AAAAAAAAJ3c/nXe2N_R0oi8/w215/series_101.jpg,Mizuki Mizushiro,Namanie,light novel,Đang tiến hành,237.0,47955,10.0,36570,5,Psycome,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,1,6,11,11,2016,14,11,2016
102,A Simple Survey,https://ln.hako.vn/truyen/102-a-simple-survey,Truyện dịch,"['Horror', 'Mystery', 'Supernatural', 'Fantasy', 'Science Fiction', 'Suspense']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-51uQTKpqfuM/WO2voaewtBI/AAAAAAAAJ3g/e_cgICaHg2E/w215/series_102.jpg,Kamachi Kazuma,Haimura Kiyotaka,light novel,Đã hoàn thành,85.0,82382,7.0,71762,15,NOT FOUND,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,1,34,11,11,2016,11,11,2016
103,Clockwork Planet,https://ln.hako.vn/truyen/103-clockwork-planet,Truyện dịch,"['Drama', 'Fantasy', 'Science Fiction', 'Romance']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-Qk43JAE0jc4/WO2vok5IpZI/AAAAAAAAJ3k/8VMRjGjzYpQ/w215/series_103.jpg,Tsubaki Himana,Shino,light novel,Đang tiến hành,167.0,40130,10.0,36306,4,クロックワーク・プラネット,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,2,5,11,11,2016,1,6,2017
104,All you need is kill,https://ln.hako.vn/truyen/104-all-you-need-is-kill,Truyện dịch,"['Science Fiction', 'Action', 'Mecha', 'Mystery', 'Tragedy', 'Romance', 'Psychological', '']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-ozcZ84PVYDc/WO2voloYBAI/AAAAAAAAJ3o/sEHkYDWXlPo/w215/series_104.jpg,Hiroshi Sakurazaka,"Takeshi Obata, Yoshitoshi ABe",light novel,Đã hoàn thành,103.0,75053,17.0,42706,17,Chỉ việc giết là được,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,1,5,11,11,2016,11,11,2016
108,Yahari Ore no Seishun Love Come wa Machigatteiru,https://ln.hako.vn/truyen/108-yahari-ore-no-seishun-love-come-wa-machigatteiru,Truyện dịch,"['Comedy', 'Drama', 'School Life', 'Slice of Life', 'Romance']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-A0dOLNHLzh0/WO2vpMSXOCI/AAAAAAAAJ34/wd8BcI9CSQk/w215/series_108.jpg,Wataru Watari,Ponkan⑧,light novel,Đang tiến hành,540.0,348338,0.0,267496,43,OreGairu,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,14,41,11,11,2016,27,11,2016
116,Oda Nobuna no Yabou,https://ln.hako.vn/truyen/116-oda-nobuna-no-yabou,Truyện dịch,"['Comedy', 'Romance']",Not sure,Not sure,Not sure,japanese,https://i.docln.net/lightnovel/covers/s116-7c13572d-e4fd-4248-8498-c555398a2175-m.jpg,Kasuga Mikage,Miyama-Zero,light novel,Đang tiến hành,122.0,91861,6.0,40953,20,"織田信奈の野望
Oda Nobuna's Ambition",1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,9,Vnsharing,https://ln.hako.vn/nhom-dich/9-vnsharing,NOT FOUND,NOT FOUND,NOT FOUND,17,9,11,11,2016,28,11,2016
118,Gundam Sentinel,https://ln.hako.vn/truyen/118-gundam-sentinel,Truyện dịch,"['Action', 'Mecha']",Not sure,Not sure,Not sure,japanese,https://1.bp.blogspot.com/-5LzfSRVT-zM/WO2vqqO1UvI/AAAAAAAAJ4g/VKTeRgF4DM0/w215/series_118.jpg,Masaya Takahashi,NOT FOUND,light novel,Đã hoàn thành,19.0,87361,5.0,42250,4,NOT FOUND,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,2,25,11,11,2016,11,11,2016
122,Ore no Imouto ga Konna ni Kawaii Wake ga Nai,https://ln.hako.vn/truyen/122-ore-no-imouto-ga-konna-ni-kawaii-wake-ga-nai,Truyện dịch,"['Comedy', 'Harem', 'School Life', 'Romance']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-i3mRqNYpQb4/WO2vrGeu7bI/AAAAAAAAJ4w/VgNeIlhQzYM/w215/series_122.jpg,Tsukasa Fushimi,Hiro Kanzaki,light novel,Đã hoàn thành,568.0,697041,67.0,246981,76,"俺の妹がこんなに可愛いわけがない, Em gái tôi không thể đáng yêu thế này",1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,17,GVN.Chaos,https://ln.hako.vn/nhom-dich/17-gvnchaos,NOT FOUND,NOT FOUND,NOT FOUND,15,79,11,11,2016,11,11,2016
131,Tokyo Ravens,https://ln.hako.vn/truyen/131-tokyo-ravens,Truyện dịch,"['Action', 'Comedy', 'School Life', 'Supernatural', 'Romance', 'Super Power']",Not sure,Not sure,Not sure,japanese,https://i.docln.net/lightnovel/covers/s131-3dddb798-0eeb-42ef-aaaf-d8feb3711080-m.jpg,Kouhei Azano,Sumihei,light novel,Đang tiến hành,114.0,130079,4.0,43230,14,東京レイヴンズ,9,Meiyaku,https://ln.hako.vn/thanh-vien/9,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,2,12,11,11,2016,11,11,2016
133,Gensou Sekai no Alice Tale,https://ln.hako.vn/truyen/133-gensou-sekai-no-alice-tale,Truyện dịch,['Fantasy'],Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-DI9y_6FIdVU/WO2vso7o2-I/AAAAAAAAJ5c/j2BlbHS8D64/w215/series_133.jpg,Seito Yuuichi,NOT FOUND,light novel,Đang tiến hành,85.0,26378,7.0,40542,2,"Dị giới đich moe nữ, Tên Nekama kia không thể dễ thương như vậy đượ, Chuyện nàng Alice",1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,NOT FOUND,NOT FOUND,NOT FOUND,1,13,11,11,2016,11,11,2016
14,Bungaku Shoujo,https://ln.hako.vn/truyen/14-bungaku-shoujo,Truyện dịch,"['Drama', 'Mystery', 'School Life', 'Romance']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-c3cBotWJCmg/WO2vayj5JlI/AAAAAAAAJyA/MnKrJm7ku_k/w215/series_14.jpg,Nomura Mizuki,Takeoka Miho,light novel,Tạm ngưng,133.0,80003,7.0,146697,4,Cô Gái Văn Chương,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,12,Sickos-Alliance,https://ln.hako.vn/nhom-dich/12-sickos-alliance,NOT FOUND,NOT FOUND,NOT FOUND,3,14,11,11,2016,11,11,2016
140,High School DxD,https://ln.hako.vn/truyen/140-high-school-dxd,Truyện dịch,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'School Life', 'Supernatural', 'Romance', '']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-vnCWG86Xsx4/WTSvw0-WELI/AAAAAAAAWI4/4ui_UvSfmYczwcZYdkfv1JL8PV3ZzHG8wCHM/w215/default.jpg,Ichiei Ishibumi,Miyama-Zero,light novel,Tạm ngưng,382.0,928524,15.0,287881,24,"ハイスクールD×D, Haisukūru Di Di",13,kysido22,https://ln.hako.vn/thanh-vien/13,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,NOT FOUND,NOT FOUND,NOT FOUND,27,55,11,11,2016,5,6,2017
148,Shinonome Yuuko,https://ln.hako.vn/truyen/148-shinonome-yuuko,Truyện dịch,"['Drama', 'Romance']",Not sure,Not sure,Not sure,japanese,https://2.bp.blogspot.com/-8g_hodXluMM/WO2vuqpnEtI/AAAAAAAAJ6Y/OlqsjH5LE-4/w215/series_148.jpg,Bingo Morihashi,Nardack,light novel,Tạm ngưng,244.0,62300,10.0,42912,18,NOT FOUND,578,perfectstrong,https://ln.hako.vn/thanh-vien/578,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,3,13,11,11,2016,1,6,2017
15,Dantalian no Shoka,https://ln.hako.vn/truyen/15-dantalian-no-shoka,Truyện dịch,"['Fantasy', 'Mystery', 'Action', 'Drama', 'Supernatural']",Not sure,Not sure,Not sure,japanese,https://i.docln.net/lightnovel/covers/s15-bf265093-cb73-4b92-ad72-975d333e17d2-m.jpg,Mikumo Gakuto,G-Yuusuke,light novel,Tạm ngưng,120.0,59565,6.0,32318,3,Thư viện của Dantalian,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,12,Sickos-Alliance,https://ln.hako.vn/nhom-dich/12-sickos-alliance,NOT FOUND,NOT FOUND,NOT FOUND,1,8,11,11,2016,11,11,2016
150,Madan no Ou to Vanadis,https://ln.hako.vn/truyen/150-madan-no-ou-to-vanadis,Truyện dịch,"['Action', 'Adventure', 'Fantasy', 'Harem', 'Romance', 'Ecchi']",Not sure,Not sure,Not sure,japanese,https://2.bp.blogspot.com/-9egtnBUQpBo/XDCJPrkr1QI/AAAAAAACAU8/LpYPKTQuc4cBSZyhrZJiuIN4PTOwqpnDgCHMYCw/w215/default.jpg,Tsukasa Kawaguchi,Yoshi ☆ o ; Hinata Katagiri,light novel,Tạm ngưng,1008.0,869056,65.0,344697,227,"魔弾の王と戦姫
King of the Magic Bullet and the Vanadis
Lord Marksman and Vanadis
The King of the Magic Arrow and The War Princesses
Madan no Ou to Senki",13,kysido22,https://ln.hako.vn/thanh-vien/13,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,18,83,5,1,2017,5,1,2019
153,Saenai Kanojo no Sodatekata,https://ln.hako.vn/truyen/153-saenai-kanojo-no-sodatekata,Truyện dịch,"['Comedy', 'Harem', 'Romance', 'Drama', 'Ecchi', 'School Life']",Not sure,Not sure,Not sure,japanese,https://1.bp.blogspot.com/-DQ-PIxosvBo/WTZFp0rZKeI/AAAAAAAAWms/W-AuPIxswRMX5UDT55UlI9qczPpsP7T2gCHM/w215/default.jpg,Maruto Fumiaki,Misaki Kurehito,light novel,Tạm ngưng,340.0,81204,13.0,111534,28,"冴えない彼女の育てかた
Saekano
How to Raise a Boring Girlfriend
Saenai Kanojo no Sodate-kata",13,kysido22,https://ln.hako.vn/thanh-vien/13,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,NOT FOUND,NOT FOUND,NOT FOUND,16,32,6,6,2017,16,6,2017
16,Zero no Tsukaima,https://ln.hako.vn/truyen/16-zero-no-tsukaima,Truyện dịch,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Harem', 'Romance']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-R95ey36a2PM/WO2vbBKqAJI/AAAAAAAAJyI/EOsFqFMvc8c/w215/series_16.jpg,Yamaguchi Noboru,Usatsuka Eiji,light novel,Tạm ngưng,199.0,258349,0.0,91608,14,Linh Thú của Zero,42,MuvLuvFan,https://ln.hako.vn/thanh-vien/42,33,Snail,https://ln.hako.vn/nhom-dich/33-snail,NOT FOUND,NOT FOUND,NOT FOUND,5,43,11,11,2016,31,5,2017
161,Zaregoto,https://ln.hako.vn/truyen/161-zaregoto,Truyện dịch,"['Drama', 'Mystery', 'Suspense']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-Uw6DtCagLMg/WO2vwraQZyI/AAAAAAAAJ7M/7Pi7RrHqCso/w215/series_161.jpg,Nisio Isin,Take,light novel,Đang tiến hành,36.0,20451,0.0,11228,1,Lời nói đùa,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,NOT FOUND,NOT FOUND,NOT FOUND,1,3,11,11,2016,11,11,2016
165,Magika No Kenshi To Shoukan Maou,https://ln.hako.vn/truyen/165-magika-no-kenshi-to-shoukan-maou,Truyện dịch,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Harem', 'Mecha', 'School Life', 'Romance', 'Ecchi', 'Supernatural', '']",Not sure,Not sure,Not sure,japanese,https://1.bp.blogspot.com/-JwY5dlt71Lk/WO2vxDvmcNI/AAAAAAAAJ7c/rC-bLRYgPNs/w215/series_165.jpg,Mihara Mitsuki,CHuN,light novel,Tạm ngưng,273.0,93237,9.0,63868,7,Magika no Kenshi to Vasreus,25,Heartless Zombie,https://ln.hako.vn/thanh-vien/25,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,NOT FOUND,NOT FOUND,NOT FOUND,7,9,11,11,2016,30,5,2017
17,Infinite Stratos,https://ln.hako.vn/truyen/17-infinite-stratos,Truyện dịch,"['Action', 'Comedy', 'Harem', 'Mecha', 'School Life', 'Science Fiction', 'Romance', 'Ecchi', '']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-CC2aIJdjsso/WO2vboCq2dI/AAAAAAAAJyM/oYwf4hDWx3c/w215/series_17.jpg,Yumizuru Izuru,Okiura,light novel,Đang tiến hành,458.0,381073,21.0,164147,30,NOT FOUND,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,8,51,11,11,2016,11,11,2016
